date,state,district,demo_age_5_17,demo_age_17_plus
01-12-2025,Uttar Pradesh,Bhadohi,5,59
01-12-2025,Uttar Pradesh,Bijnor,98,1762
01-12-2025,Uttar Pradesh,Budaun,75,1328
01-12-2025,Uttar Pradesh,Bulandshahar,1,5
01-12-2025,Uttar Pradesh,Bulandshahr,115,1256
01-12-2025,Uttar Pradesh,Chandauli,32,557
01-12-2025,Uttar Pradesh,Chitrakoot,20,224
01-12-2025,Uttar Pradesh,Deoria,120,998
01-12-2025,Uttar Pradesh,Etah,26,400
01-12-2025,Uttar Pradesh,Etawah,41,549
01-12-2025,Uttar Pradesh,Faizabad,36,439
01-12-2025,Uttar Pradesh,Farrukhabad,41,614
01-12-2025,Uttar Pradesh,Fatehpur,58,777
01-12-2025,Uttar Pradesh,Firozabad,50,873
01-12-2025,Uttar Pradesh,Gautam Buddha Nagar,48,577
01-12-2025,Uttar Pradesh,Ghaziabad,71,1113
01-12-2025,Uttar Pradesh,Ghazipur,83,607
01-12-2025,Uttar Pradesh,Gonda,54,890
01-12-2025,Uttar Pradesh,Gorakhpur,95,1137
01-12-2025,Uttar Pradesh,Hamirpur,12,279
01-12-2025,Uttar Pradesh,Hapur,20,156
01-12-2025,Uttar Pradesh,Hardoi,84,1200
01-12-2025,Uttar Pradesh,Hathras,50,572
01-12-2025,Uttar Pradesh,Jalaun,24,348
01-12-2025,Uttar Pradesh,Jaunpur,108,899
01-12-2025,Uttar Pradesh,Jhansi,38,612
01-12-2025,Uttar Pradesh,Jyotiba Phule Nagar,0,6
01-12-2025,Uttar Pradesh,Kannauj,44,484
01-12-2025,Uttar Pradesh,Kanpur Dehat,33,305
01-12-2025,Uttar Pradesh,Kanpur Nagar,98,1601
01-12-2025,Uttar Pradesh,Kasganj,45,490
01-12-2025,Uttar Pradesh,Kaushambi,31,438
01-12-2025,Uttar Pradesh,Kheri,96,1535
01-12-2025,Uttar Pradesh,Kushinagar,104,1013
01-12-2025,Uttar Pradesh,Kushinagar *,0,1
01-12-2025,Uttar Pradesh,Lalitpur,33,329
01-12-2025,Uttar Pradesh,Lucknow,102,1808
01-12-2025,Uttar Pradesh,Maharajganj,72,593
01-12-2025,Uttar Pradesh,Mahoba,9,275
01-12-2025,Uttar Pradesh,Mahrajganj,0,1
01-12-2025,Uttar Pradesh,Mainpuri,37,444
01-12-2025,Uttar Pradesh,Mathura,54,579
01-12-2025,Uttar Pradesh,Mau,65,763
01-12-2025,Uttar Pradesh,Meerut,41,616
01-12-2025,Uttar Pradesh,Mirzapur,55,470
01-12-2025,Uttar Pradesh,Moradabad,41,617
01-12-2025,Uttar Pradesh,Muzaffarnagar,53,858
01-12-2025,Uttar Pradesh,Pilibhit,33,538
01-12-2025,Uttar Pradesh,Pratapgarh,59,750
01-12-2025,Uttar Pradesh,Prayagraj,15,206
01-12-2025,Uttar Pradesh,Rae Bareli,58,762
01-12-2025,Uttar Pradesh,Rampur,71,1132
01-12-2025,Uttar Pradesh,Saharanpur,66,1048
01-12-2025,Uttar Pradesh,Sambhal,57,924
01-12-2025,Uttar Pradesh,Sant Kabir Nagar,41,537
01-12-2025,Uttar Pradesh,Sant Ravidas Nagar,38,322
01-12-2025,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,0,3
01-12-2025,Uttar Pradesh,Shahjahanpur,81,1096
01-12-2025,Uttar Pradesh,Shamli,36,593
01-12-2025,Uttar Pradesh,Shrawasti,36,424
01-12-2025,Uttar Pradesh,Siddharthnagar,44,572
01-12-2025,Uttar Pradesh,Sitapur,98,1313
01-12-2025,Uttar Pradesh,Sonbhadra,32,433
01-12-2025,Uttar Pradesh,Sultanpur,54,459
01-12-2025,Uttar Pradesh,Unnao,66,991
01-12-2025,Uttar Pradesh,Varanasi,82,1592
01-12-2025,Uttarakhand,Almora,15,103
01-12-2025,Uttarakhand,Bageshwar,5,43
01-12-2025,Uttarakhand,Chamoli,7,72
01-12-2025,Uttarakhand,Champawat,13,75
01-12-2025,Uttarakhand,Dehradun,56,427
01-12-2025,Uttarakhand,Garhwal,0,8
01-12-2025,Uttarakhand,Hardwar,0,12
01-12-2025,Uttarakhand,Haridwar,62,535
01-12-2025,Uttarakhand,Nainital,29,241
01-12-2025,Uttarakhand,Pauri Garhwal,13,157
01-12-2025,Uttarakhand,Pithoragarh,14,114
01-12-2025,Uttarakhand,Rudraprayag,4,49
01-12-2025,Uttarakhand,Tehri Garhwal,11,113
01-12-2025,Uttarakhand,Udham Singh Nagar,49,373
01-12-2025,Uttarakhand,Uttarkashi,14,64
01-12-2025,West Bangal,South 24 Parganas,0,1
01-12-2025,West Bengal,Alipurduar,14,73
01-12-2025,West Bengal,Bankura,67,527
01-12-2025,West Bengal,Barddhaman,65,1070
01-12-2025,West Bengal,Bardhaman,3,144
01-12-2025,West Bengal,Birbhum,66,658
01-12-2025,West Bengal,Cooch Behar,66,614
01-12-2025,West Bengal,Dakshin Dinajpur,30,439
01-12-2025,West Bengal,Darjeeling,28,487
01-12-2025,West Bengal,Darjiling,2,99
01-12-2025,West Bengal,East Midnapore,4,178
01-12-2025,West Bengal,HOOGHLY,0,2
01-12-2025,West Bengal,HOWRAH,0,1
01-12-2025,West Bengal,Haora,4,376
01-12-2025,West Bengal,Hooghly,69,1153
01-12-2025,West Bengal,Howrah,79,600
01-12-2025,West Bengal,Hugli,0,24
01-12-2025,West Bengal,Jalpaiguri,95,1126
01-12-2025,West Bengal,Jhargram,13,52
01-12-2025,West Bengal,KOLKATA,0,2
01-12-2025,West Bengal,Kalimpong,1,22
01-12-2025,West Bengal,Koch Bihar,5,513
01-12-2025,West Bengal,Kolkata,35,1190
01-12-2025,West Bengal,Malda,112,919
01-12-2025,West Bengal,Maldah,4,237
01-12-2025,West Bengal,Medinipur,0,2
01-12-2025,West Bengal,Murshidabad,132,1620
01-12-2025,West Bengal,Nadia,69,1114
01-12-2025,West Bengal,North 24 Parganas,98,1937
01-12-2025,West Bengal,North Dinajpur,0,26
01-12-2025,West Bengal,North Twenty Four Parganas,1,217
01-12-2025,West Bengal,Paschim Bardhaman,8,128
01-12-2025,West Bengal,Paschim Medinipur,151,1041
01-12-2025,West Bengal,Purba Bardhaman,6,150
01-12-2025,West Bengal,Purba Medinipur,95,658
01-12-2025,West Bengal,Purulia,15,64
01-12-2025,West Bengal,Puruliya,94,834
01-12-2025,West Bengal,South 24 Parganas,210,2229
01-12-2025,West Bengal,South 24 parganas,0,1
01-12-2025,West Bengal,South Dinajpur,1,39
01-12-2025,West Bengal,South Twenty Four Parganas,9,316
01-12-2025,West Bengal,Uttar Dinajpur,81,1106
01-12-2025,West Bengal,West Midnapore,1,184
01-12-2025,West bengal,hooghly,0,1
01-12-2025,andhra pradesh,chittoor,0,3
02-09-2025,Andaman & Nicobar Islands,Andamans,0,17
02-09-2025,Andaman & Nicobar Islands,South Andaman,0,8
02-09-2025,Andaman and Nicobar Islands,Nicobar,0,23
02-09-2025,Andaman and Nicobar Islands,North And Middle Andaman,0,13
02-09-2025,Andaman and Nicobar Islands,South Andaman,8,18
02-09-2025,Andhra Pradesh,Adilabad,24,420
02-09-2025,Andhra Pradesh,Alluri Sitharama Raju,10,75
02-09-2025,Andhra Pradesh,Anakapalli,16,109
02-09-2025,Andhra Pradesh,Anantapur,34,587
02-09-2025,Andhra Pradesh,Ananthapur,17,167
02-09-2025,Andhra Pradesh,Ananthapuramu,35,253
02-09-2025,Andhra Pradesh,Annamayya,30,161
02-09-2025,Andhra Pradesh,Bapatla,16,118
02-09-2025,Andhra Pradesh,Chittoor,116,1103
02-09-2025,Andhra Pradesh,Cuddapah,59,701
02-09-2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,10,146
02-09-2025,Andhra Pradesh,East Godavari,69,1246
02-09-2025,Andhra Pradesh,Eluru,28,176
02-09-2025,Andhra Pradesh,Guntur,101,1098
02-09-2025,Andhra Pradesh,Hyderabad,25,403
02-09-2025,Andhra Pradesh,K.V.Rangareddy,0,9
02-09-2025,Andhra Pradesh,K.v. Rangareddy,0,5
02-09-2025,Andhra Pradesh,Kakinada,13,190
02-09-2025,Andhra Pradesh,Karim Nagar,1,25
02-09-2025,Andhra Pradesh,Karimnagar,13,130
02-09-2025,Andhra Pradesh,Khammam,71,352
02-09-2025,Andhra Pradesh,Krishna,86,1093
02-09-2025,Andhra Pradesh,Kurnool,128,1011
02-09-2025,Andhra Pradesh,Mahabub Nagar,3,216
02-09-2025,Andhra Pradesh,Mahabubnagar,0,3
02-09-2025,Andhra Pradesh,Mahbubnagar,10,145
02-09-2025,Andhra Pradesh,Medak,12,129
02-09-2025,Andhra Pradesh,N. T. R,26,245
02-09-2025,Andhra Pradesh,Nalgonda,4,344
02-09-2025,Andhra Pradesh,Nandyal,14,128
02-09-2025,Andhra Pradesh,Nellore,67,830
02-09-2025,Andhra Pradesh,Nizamabad,7,77
02-09-2025,Andhra Pradesh,Palnadu,11,140
02-09-2025,Andhra Pradesh,Parvathipuram Manyam,6,46
02-09-2025,Andhra Pradesh,Prakasam,98,1046
02-09-2025,Andhra Pradesh,Rangareddi,24,212
02-09-2025,Andhra Pradesh,Sri Potti Sriramulu Nellore,21,215
02-09-2025,Andhra Pradesh,Sri Sathya Sai,25,130
02-09-2025,Andhra Pradesh,Srikakulam,103,838
02-09-2025,Andhra Pradesh,Tirupati,40,225
02-09-2025,Andhra Pradesh,Visakhapatnam,109,958
02-09-2025,Andhra Pradesh,Vizianagaram,54,591
02-09-2025,Andhra Pradesh,Warangal,20,388
02-09-2025,Andhra Pradesh,West Godavari,69,1102
02-09-2025,Andhra Pradesh,Y. S. R,15,192
02-09-2025,Arunachal Pradesh,Anjaw,0,7
02-09-2025,Arunachal Pradesh,Changlang,24,196
02-09-2025,Arunachal Pradesh,Dibang Valley,0,14
02-09-2025,Arunachal Pradesh,East Kameng,6,51
02-09-2025,Arunachal Pradesh,East Siang,2,20
02-09-2025,Arunachal Pradesh,Kamle,4,24
02-09-2025,Arunachal Pradesh,Kra Daadi,3,5
02-09-2025,Arunachal Pradesh,Kurung Kumey,6,7
02-09-2025,Arunachal Pradesh,Leparada,1,0
02-09-2025,Arunachal Pradesh,Lohit,1,29
02-09-2025,Arunachal Pradesh,Longding,16,71
02-09-2025,Arunachal Pradesh,Lower Dibang Valley,2,4
02-09-2025,Arunachal Pradesh,Lower Siang,1,14
02-09-2025,Arunachal Pradesh,Lower Subansiri,2,19
02-09-2025,Arunachal Pradesh,Namsai,5,46
02-09-2025,Arunachal Pradesh,Pakke Kessang,3,2
02-09-2025,Arunachal Pradesh,Papum Pare,14,54
02-09-2025,Arunachal Pradesh,Shi-yomi,1,0
02-09-2025,Arunachal Pradesh,Siang,3,0
02-09-2025,Arunachal Pradesh,Tawang,3,7
02-09-2025,Arunachal Pradesh,Tirap,1,26
02-09-2025,Arunachal Pradesh,Upper Siang,0,4
02-09-2025,Arunachal Pradesh,Upper Subansiri,10,9
02-09-2025,Arunachal Pradesh,West Kameng,9,26
02-09-2025,Arunachal Pradesh,West Siang,10,72
02-09-2025,Assam,Bajali,1,17
02-09-2025,Assam,Baksa,36,232
02-09-2025,Assam,Barpeta,55,581
02-09-2025,Assam,Biswanath,18,127
02-09-2025,Assam,Bongaigaon,36,261
02-09-2025,Assam,Cachar,58,588
02-09-2025,Assam,Charaideo,19,110
02-09-2025,Assam,Chirang,18,136
02-09-2025,Assam,Darrang,67,373
02-09-2025,Assam,Dhemaji,18,231
02-09-2025,Assam,Dhubri,133,994
02-09-2025,Assam,Dibrugarh,52,367
02-09-2025,Assam,Dima Hasao,0,3
02-09-2025,Assam,Goalpara,43,493
02-09-2025,Assam,Golaghat,34,363
02-09-2025,Assam,Hailakandi,75,362
02-09-2025,Assam,Hojai,39,250
02-09-2025,Assam,Jorhat,7,150
02-09-2025,Assam,Kamrup,54,535
02-09-2025,Assam,Kamrup Metro,25,366
02-09-2025,Assam,Karbi Anglong,24,286
02-09-2025,Assam,Karimganj,55,400
02-09-2025,Assam,Kokrajhar,25,177
02-09-2025,Assam,Lakhimpur,82,453
02-09-2025,Assam,Majuli,8,49
02-09-2025,Assam,Marigaon,96,608
02-09-2025,Assam,Nagaon,84,1281
02-09-2025,Assam,Nalbari,25,241
02-09-2025,Assam,North Cachar Hills,12,79
02-09-2025,Assam,Sibsagar,6,153
02-09-2025,Assam,Sonitpur,63,572
02-09-2025,Assam,South Salmara Mankachar,21,384
02-09-2025,Assam,Sribhumi,2,72
02-09-2025,Assam,Tamulpur District,3,17
02-09-2025,Assam,Tinsukia,18,301
02-09-2025,Assam,Udalguri,20,217
02-09-2025,Assam,West Karbi Anglong,0,15
02-09-2025,Bihar,Araria,126,2179
02-09-2025,Bihar,Arwal,27,312
02-09-2025,Bihar,Aurangabad,138,1114
02-09-2025,Bihar,Aurangabad(bh),1,14
02-09-2025,Bihar,Banka,99,1128
02-09-2025,Bihar,Begusarai,222,1732
02-09-2025,Bihar,Bhagalpur,186,1870
02-09-2025,Bihar,Bhojpur,147,1920
02-09-2025,Bihar,Buxar,92,550
02-09-2025,Bihar,Darbhanga,216,2444
02-09-2025,Bihar,East Champaran,262,2779
02-09-2025,Bihar,Gaya,264,2321
02-09-2025,Bihar,Gopalganj,141,1334
02-09-2025,Bihar,Jamui,77,920
02-09-2025,Bihar,Jehanabad,59,1001
02-09-2025,Bihar,Kaimur (Bhabua),92,762
02-09-2025,Bihar,Katihar,136,2551
02-09-2025,Bihar,Khagaria,123,1265
02-09-2025,Bihar,Kishanganj,61,1975
02-09-2025,Bihar,Lakhisarai,92,734
02-09-2025,Bihar,Madhepura,84,1155
02-09-2025,Bihar,Madhubani,205,1721
02-09-2025,Bihar,Monghyr,0,4
02-09-2025,Bihar,Munger,59,920
02-09-2025,Bihar,Muzaffarpur,207,2183
02-09-2025,Bihar,Nalanda,167,6924
02-09-2025,Bihar,Nawada,114,1579
02-09-2025,Bihar,Pashchim Champaran,0,18
02-09-2025,Bihar,Patna,254,3793
02-09-2025,Bihar,Purba Champaran,0,20
02-09-2025,Bihar,Purnea,1,32
02-09-2025,Bihar,Purnia,94,1548
02-09-2025,Bihar,Rohtas,159,1314
02-09-2025,Bihar,Saharsa,116,1210
02-09-2025,Bihar,Samastipur,200,2936
02-09-2025,Bihar,Samstipur,0,5
02-09-2025,Bihar,Saran,185,2018
02-09-2025,Bihar,Sheikhpura,22,427
02-09-2025,Bihar,Sheikpura,0,8
02-09-2025,Bihar,Sheohar,27,493
02-09-2025,Bihar,Sitamarhi,153,1558
02-09-2025,Bihar,Siwan,154,1489
02-09-2025,Bihar,Supaul,57,1233
02-09-2025,Bihar,Vaishali,184,2115
02-09-2025,Bihar,West Champaran,216,2255
02-09-2025,Chandigarh,Chandigarh,56,257
02-09-2025,Chhattisgarh,Balod,36,310
02-09-2025,Chhattisgarh,Baloda Bazar,38,799
02-09-2025,Chhattisgarh,Balrampur,32,559
02-09-2025,Chhattisgarh,Bastar,24,435
02-09-2025,Chhattisgarh,Bemetara,31,376
02-09-2025,Chhattisgarh,Bijapur,16,142
02-09-2025,Chhattisgarh,Bilaspur,73,939
02-09-2025,Chhattisgarh,Dakshin Bastar Dantewada,8,37
02-09-2025,Chhattisgarh,Dantewada,3,38
02-09-2025,Chhattisgarh,Dhamtari,10,201
02-09-2025,Chhattisgarh,Durg,79,504
02-09-2025,Chhattisgarh,Gariyaband,10,202
02-09-2025,Chhattisgarh,Gaurela-pendra-marwahi,2,46
02-09-2025,Chhattisgarh,Janjgir - Champa,0,3
02-09-2025,Chhattisgarh,Janjgir Champa,0,2
02-09-2025,Chhattisgarh,Janjgir-champa,43,598
02-09-2025,Chhattisgarh,Jashpur,23,255
02-09-2025,Chhattisgarh,Kabeerdham,14,102
02-09-2025,Chhattisgarh,Kanker,22,152
02-09-2025,Chhattisgarh,Kawardha,15,468
02-09-2025,Chhattisgarh,Khairagarh Chhuikhadan Gandai,7,43
02-09-2025,Chhattisgarh,Kondagaon,14,117
02-09-2025,Chhattisgarh,Korba,30,479
02-09-2025,Chhattisgarh,Koriya,8,290
02-09-2025,Chhattisgarh,Mahasamund,29,565
02-09-2025,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1,46
02-09-2025,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,25,126
02-09-2025,Chhattisgarh,Mungeli,29,309
02-09-2025,Chhattisgarh,Narayanpur,6,50
02-09-2025,Chhattisgarh,Raigarh,35,611
02-09-2025,Chhattisgarh,Raipur,46,679
02-09-2025,Chhattisgarh,Rajnandgaon,57,661
02-09-2025,Chhattisgarh,Sakti,6,93
02-09-2025,Chhattisgarh,Sarangarh-Bilaigarh,4,78
02-09-2025,Chhattisgarh,Sukma,13,123
02-09-2025,Chhattisgarh,Surajpur,30,500
02-09-2025,Chhattisgarh,Surguja,37,736
02-09-2025,Chhattisgarh,Uttar Bastar Kanker,10,117
02-09-2025,Dadra & Nagar Haveli,Dadra & Nagar Haveli,2,4
02-09-2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,19,75
02-09-2025,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,0,37
02-09-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,4,18
02-09-2025,Daman & Diu,Daman,1,9
02-09-2025,Daman & Diu,Diu,0,4
02-09-2025,Daman and Diu,Daman,2,13
02-09-2025,Daman and Diu,Diu,0,6
02-09-2025,Delhi,Central Delhi,30,177
02-09-2025,Delhi,East Delhi,85,539
02-09-2025,Delhi,Najafgarh,0,8
02-09-2025,Delhi,New Delhi,0,12
02-09-2025,Delhi,North Delhi,22,192
02-09-2025,Delhi,North East,4,93
02-09-2025,Delhi,North East Delhi,91,402
02-09-2025,Delhi,North West Delhi,225,1058
02-09-2025,Delhi,Shahdara,11,50
02-09-2025,Delhi,South Delhi,65,664
02-09-2025,Delhi,South East Delhi,0,10
02-09-2025,Delhi,South West Delhi,73,528
02-09-2025,Delhi,West Delhi,86,740
02-09-2025,Goa,North Goa,13,211
02-09-2025,Goa,South Goa,15,150
02-09-2025,Gujarat,Ahmadabad,3,129
02-09-2025,Gujarat,Ahmedabad,149,2144
02-09-2025,Gujarat,Amreli,22,370
02-09-2025,Gujarat,Anand,38,516
02-09-2025,Gujarat,Arvalli,19,91
02-09-2025,Gujarat,Banas Kantha,0,5
02-09-2025,Gujarat,Banaskantha,117,1064
02-09-2025,Gujarat,Bharuch,57,540
02-09-2025,Gujarat,Bhavnagar,46,711
02-09-2025,Gujarat,Botad,5,93
02-09-2025,Gujarat,Chhotaudepur,26,105
02-09-2025,Gujarat,Dahod,64,385
02-09-2025,Gujarat,Devbhumi Dwarka,7,72
02-09-2025,Gujarat,Dohad,3,94
02-09-2025,Gujarat,Gandhinagar,28,484
02-09-2025,Gujarat,Gir Somnath,20,117
02-09-2025,Gujarat,Jamnagar,39,585
02-09-2025,Gujarat,Junagadh,50,503
02-09-2025,Gujarat,Kachchh,44,628
02-09-2025,Gujarat,Kheda,56,676
02-09-2025,Gujarat,Mahesana,46,465
02-09-2025,Gujarat,Mahisagar,17,104
02-09-2025,Gujarat,Morbi,20,204
02-09-2025,Gujarat,Narmada,22,175
02-09-2025,Gujarat,Navsari,52,351
02-09-2025,Gujarat,Panch Mahals,0,8
02-09-2025,Gujarat,Panchmahals,27,389
02-09-2025,Gujarat,Patan,25,454
02-09-2025,Gujarat,Porbandar,15,220
02-09-2025,Gujarat,Rajkot,36,938
02-09-2025,Gujarat,Sabar Kantha,0,5
02-09-2025,Gujarat,Sabarkantha,56,470
02-09-2025,Gujarat,Surat,235,2468
02-09-2025,Gujarat,Surendra Nagar,44,431
02-09-2025,Gujarat,Surendranagar,0,20
02-09-2025,Gujarat,Tapi,10,90
02-09-2025,Gujarat,The Dangs,12,68
02-09-2025,Gujarat,Vadodara,100,1048
02-09-2025,Gujarat,Valsad,99,452
02-09-2025,Haryana,Ambala,16,186
02-09-2025,Haryana,Bhiwani,22,97
02-09-2025,Haryana,Charkhi Dadri,9,94
02-09-2025,Haryana,Faridabad,69,573
02-09-2025,Haryana,Fatehabad,26,177
02-09-2025,Haryana,Gurgaon,71,493
02-09-2025,Haryana,Hisar,27,181
02-09-2025,Haryana,Jhajjar,21,93
02-09-2025,Haryana,Jind,18,170
02-09-2025,Haryana,Kaithal,21,128
02-09-2025,Haryana,Karnal,25,200
02-09-2025,Haryana,Kurukshetra,29,134
02-09-2025,Haryana,Mahendragarh,20,171
02-09-2025,Haryana,Mewat,29,368
02-09-2025,Haryana,Palwal,39,468
02-09-2025,Haryana,Panchkula,34,141
02-09-2025,Haryana,Panipat,23,216
02-09-2025,Haryana,Rewari,27,160
02-09-2025,Haryana,Rohtak,18,114
02-09-2025,Haryana,Sirsa,21,243
02-09-2025,Haryana,Sonipat,26,347
02-09-2025,Haryana,Yamuna Nagar,37,224
02-09-2025,Haryana,Yamunanagar,0,5
02-09-2025,Himachal Pradesh,Bilaspur,11,63
02-09-2025,Himachal Pradesh,Chamba,4,37
02-09-2025,Himachal Pradesh,Hamirpur,17,97
02-09-2025,Himachal Pradesh,Kangra,30,415
02-09-2025,Himachal Pradesh,Kinnaur,3,11
02-09-2025,Himachal Pradesh,Kullu,2,25
02-09-2025,Himachal Pradesh,Lahul and Spiti,0,0
02-09-2025,Himachal Pradesh,Mandi,10,237
02-09-2025,Himachal Pradesh,Shimla,12,116
02-09-2025,Himachal Pradesh,Sirmaur,6,79
02-09-2025,Himachal Pradesh,Solan,11,109
02-09-2025,Himachal Pradesh,Una,15,292
02-09-2025,Jammu & Kashmir,Baramula,0,2
02-09-2025,Jammu & Kashmir,Jammu,0,1
02-09-2025,Jammu & Kashmir,Kargil,0,2
02-09-2025,Jammu and Kashmir,Anantnag,45,202
02-09-2025,Jammu and Kashmir,Badgam,5,91
02-09-2025,Jammu and Kashmir,Bandipore,32,118
02-09-2025,Jammu and Kashmir,Baramula,29,281
02-09-2025,Jammu and Kashmir,Budgam,24,61
02-09-2025,Jammu and Kashmir,Doda,0,31
02-09-2025,Jammu and Kashmir,Ganderbal,12,106
02-09-2025,Jammu and Kashmir,Jammu,9,262
02-09-2025,Jammu and Kashmir,Kargil,6,14
02-09-2025,Jammu and Kashmir,Kathua,1,57
02-09-2025,Jammu and Kashmir,Kishtwar,2,7
02-09-2025,Jammu and Kashmir,Kulgam,17,64
02-09-2025,Jammu and Kashmir,Kupwara,41,190
02-09-2025,Jammu and Kashmir,Leh,2,13
02-09-2025,Jammu and Kashmir,Pulwama,10,161
02-09-2025,Jammu and Kashmir,Punch,15,85
02-09-2025,Jammu and Kashmir,Rajouri,20,232
02-09-2025,Jammu and Kashmir,Ramban,3,14
02-09-2025,Jammu and Kashmir,Reasi,2,39
02-09-2025,Jammu and Kashmir,Samba,3,20
02-09-2025,Jammu and Kashmir,Shupiyan,11,43
02-09-2025,Jammu and Kashmir,Srinagar,26,384
02-09-2025,Jammu and Kashmir,Udhampur,0,34
02-09-2025,Jharkhand,Bokaro,57,502
02-09-2025,Jharkhand,Chatra,80,545
02-09-2025,Jharkhand,Deoghar,57,545
02-09-2025,Jharkhand,Dhanbad,75,932
02-09-2025,Jharkhand,Dumka,46,636
02-09-2025,Jharkhand,East Singhbhum,59,755
02-09-2025,Jharkhand,Garhwa,53,499
02-09-2025,Jharkhand,Garhwa *,2,33
02-09-2025,Jharkhand,Giridih,143,862
02-09-2025,Jharkhand,Godda,39,644
02-09-2025,Jharkhand,Gumla,38,467
02-09-2025,Jharkhand,Hazaribag,3,60
02-09-2025,Jharkhand,Hazaribagh,56,391
02-09-2025,Jharkhand,Jamtara,20,419
02-09-2025,Jharkhand,Khunti,17,214
02-09-2025,Jharkhand,Kodarma,1,14
02-09-2025,Jharkhand,Koderma,51,312
02-09-2025,Jharkhand,Latehar,36,408
02-09-2025,Jharkhand,Lohardaga,21,110
02-09-2025,Jharkhand,Pakaur,4,43
02-09-2025,Jharkhand,Pakur,30,384
02-09-2025,Jharkhand,Palamau,4,48
02-09-2025,Jharkhand,Palamu,142,971
02-09-2025,Jharkhand,Pashchimi Singhbhum,2,86
02-09-2025,Jharkhand,Purbi Singhbhum,2,114
02-09-2025,Jharkhand,Ramgarh,29,276
02-09-2025,Jharkhand,Ranchi,86,745
02-09-2025,Jharkhand,Sahebganj,88,703
02-09-2025,Jharkhand,Sahibganj,1,31
02-09-2025,Jharkhand,Seraikela-Kharsawan,19,273
02-09-2025,Jharkhand,Seraikela-kharsawan,3,108
02-09-2025,Jharkhand,Simdega,11,294
02-09-2025,Jharkhand,West Singhbhum,17,294
02-09-2025,Karnataka,Bagalkot,66,325
02-09-2025,Karnataka,Bagalkot *,2,9
02-09-2025,Karnataka,Ballari,13,74
02-09-2025,Karnataka,Bangalore,18,501
02-09-2025,Karnataka,Bangalore Rural,16,194
02-09-2025,Karnataka,Belagavi,69,402
02-09-2025,Karnataka,Belgaum,62,634
02-09-2025,Karnataka,Bellary,38,347
02-09-2025,Karnataka,Bengaluru,187,1704
02-09-2025,Karnataka,Bengaluru South,5,42
02-09-2025,Karnataka,Bidar,24,225
02-09-2025,Karnataka,Bijapur,52,378
02-09-2025,Karnataka,Chamarajanagar,0,13
02-09-2025,Karnataka,Chamrajanagar,17,160
02-09-2025,Karnataka,Chamrajnagar,2,23
02-09-2025,Karnataka,Chickmagalur,15,137
02-09-2025,Karnataka,Chikkaballapur,11,181
02-09-2025,Karnataka,Chikkamagaluru,21,104
02-09-2025,Karnataka,Chikmagalur,0,17
02-09-2025,Karnataka,Chitradurga,31,325
02-09-2025,Karnataka,Dakshina Kannada,45,516
02-09-2025,Karnataka,Davanagere,0,50
02-09-2025,Karnataka,Davangere,22,333
02-09-2025,Karnataka,Dharwad,107,432
02-09-2025,Karnataka,Gadag,20,221
02-09-2025,Karnataka,Gadag *,4,7
02-09-2025,Karnataka,Gulbarga,21,323
02-09-2025,Karnataka,Hasan,4,147
02-09-2025,Karnataka,Hassan,19,211
02-09-2025,Karnataka,Haveri,40,248
02-09-2025,Karnataka,Haveri *,1,7
02-09-2025,Karnataka,Kalaburagi,40,282
02-09-2025,Karnataka,Kodagu,19,141
02-09-2025,Karnataka,Kolar,57,456
02-09-2025,Karnataka,Koppal,45,351
02-09-2025,Karnataka,Mandya,19,283
02-09-2025,Karnataka,Mysore,23,223
02-09-2025,Karnataka,Mysuru,34,285
02-09-2025,Karnataka,Raichur,64,456
02-09-2025,Karnataka,Ramanagar,8,204
02-09-2025,Karnataka,Shimoga,6,191
02-09-2025,Karnataka,Shivamogga,24,223
02-09-2025,Karnataka,Tumakuru,36,239
02-09-2025,Karnataka,Tumkur,20,257
02-09-2025,Karnataka,Udupi,34,238
02-09-2025,Karnataka,Uttara Kannada,19,251
02-09-2025,Karnataka,Vijayanagara,4,78
02-09-2025,Karnataka,Vijayapura,46,235
02-09-2025,Karnataka,Yadgir,38,211
02-09-2025,Karnataka,yadgir,1,38
02-09-2025,Kerala,Alappuzha,27,303
02-09-2025,Kerala,Ernakulam,70,559
02-09-2025,Kerala,Idukki,16,139
02-09-2025,Kerala,Kannur,70,638
02-09-2025,Kerala,Kasaragod,31,250
02-09-2025,Kerala,Kasargod,0,25
02-09-2025,Kerala,Kollam,50,487
02-09-2025,Kerala,Kottayam,36,294
02-09-2025,Kerala,Kozhikode,105,685
02-09-2025,Kerala,Malappuram,95,1126
02-09-2025,Kerala,Palakkad,54,405
02-09-2025,Kerala,Pathanamthitta,35,237
02-09-2025,Kerala,Thiruvananthapuram,75,533
02-09-2025,Kerala,Thrissur,71,637
02-09-2025,Kerala,Wayanad,25,155
02-09-2025,Ladakh,Kargil,4,15
02-09-2025,Ladakh,Leh,0,7
02-09-2025,Lakshadweep,Lakshadweep,2,17
